hash,question,what
5e4ebdc18954b5e21e08595fa9abbbf1,检查得了基底细胞癌这个严重吗？,3
053db7aad76a94465e52f02157e33e86,为什么会患畸胎瘤？畸胎瘤对身体有哪些影响,3
450b5812a6d0bb9eb2e16e6f14959733,甲状腺乳头状癌是什么原因引起的？,3
b90bf6ee374af22831a531d18a06f759,睾丸恶性畸胎瘤单侧切除还生育能利吗,3
4b4a1da62fa74b240b6b65d494e17ddb,求如何辨别乳房肿瘤是恶性还是良性？,3
d6be4c769e85cd02117c117c95c065d3,乳腺脂肪瘤的症状是什么,3
9ff5e0e5627392a9143d269bdafa3c99,子宫内膜腺癌会遗传吗,3
004e6f7a234d8c52559e63589bc4a5be,有阴道癌吗,3
111410d615c1975d3fa574403c8a46d6,淋巴结为什么会肿大,3
a761e67e2a7497c048f8887616e542af,甲状腺癌病人影响要小孩么?,3
b0999defba57d74688858412f172c145,什么人会得肺癌，得的因素是什么？,3
e9ca53d8ff9a5228d34c4bed47a94c0b,小婴儿和肺癌病人在一起生活会传染到疾病么,3
233117f9f12c688f0a0c33048b6184b3,婴儿淋巴炎,3
42ba2f595facebdc8fd0db40042577a2,子宫肌瘤的症状,3
21307c4009b9f434cd3f0060bd3c34e5,做了子宫肌肉瘤剔除手术有半年了还有什么不能吃的吗,3
597aaab45fdbb8b58c035453f9474bba,直肠癌患者可以吃鱼生吗？,3
6c0f5415e94e39d68ca57fc02b1e5220,畸胎瘤是怎么形成的？,3
58f12bbca6fbfaedd2dfba45ee275d0b,我国淋巴瘤的发病情况如何？,3
61d0ddfa7ba762abc54e2854944d32ef,原位癌与浸润癌的区别..,3
4e3f0c46a06b873414474549b966da40,癌症病人可以吃青鱼吗?肺腺癌可以吃青鱼吗,3
61d329dc4eb3cd7ab4d8029fdc8fffbd,什么是甲状腺乳头癌,3
2070b83def327a85294ebea23053702e,老师说，熊胆是治疗肝癌的唯一有效药物。这是真的么？,3
9c82803cad6d3918dba9df0ce4287f00,乳头状甲状腺癌患者可以生孩吗,3
a29bba7d19e2ac4bb7e8f2c423614ab8,怎样预防子宫内膜腺癌？,3
e5c5bcc9100c516da7234d551e6613c2,肝癌一定会疼吗？,3
953a18ffc9f330dac388d2368fd4cd45,甲状腺乳头状癌能吃荞面么,3
bce5ca78dc9e6d6fd7fbc03de98b527d,淋巴瘤治疗效果,3
cf8ac4de3cd8a5e8d6621750e93f7e1f,有子宫肌瘤能否顺产【子宫肌瘤】,3
257f855e4b997b04a440b14ec4402379,摸乳房会得乳腺癌吗?,3
73145fae93a6d96c3c63275ac9edd8e4,淋巴血管瘤的症状明显吗？,3
7ede7626799663ca7adad856a8272fea,男人鼻咽癌放化疗后何时可以怀孕,3
bb08a5d83653a39763346ad119b895c7,乳腺纤维腺瘤是否影响怀孕？..,3
6cf02b969d795615624e5588499c6bcc,小叶增生、乳腺瘤、多发囊性块能怀孕吗,3
5da9fd5375c4872a19f478d0e29fc2a3,多发性软骨瘤会遗传吗,3
7e2cfc74a050de6b26658826f1563a46,子宫内膜癌术后盆腔积液是什么症状,3
b06dc0d3beb25cbb01ca3ea65787cc84,宝宝淋巴结,3
8f1898791ab2ef5dc2bfb4b309ef383b,多发子宫肌瘤【子宫肌瘤】,3
4d1cb147ab4002e7252d458dcdf2077b,12岁的小孩会得食道癌吗？ 食道癌常见的症状、,3
385bb858155c8ecee9951e38049a46b9,中央和周围型肺癌的区别点,3
f8e8c4da9a28750db1e69006e5bfd479,孕妇跟肺癌晚期的人住在一起可以吗,3
5a29713fcc5ad7b3206418c60201ffa8,有畸胎瘤可以怀孕吗？,3
42f50843bb061f07b39f2260fe66eb11,2岁宝宝腿骨瘤影响生命么,3
34923277f8e0ca017acbebd0ab756dce,第一个胎儿有横纹肌瘤怀第二个还会有吗,3
fd9cf6df455a432c2396f5f3c054d379,子宫肌瘤是肿瘤吗？,3
4bfe18dbaff8e332431e3b04e857cd27,引起肺癌的原因有哪些？,3
08d20445994f217b66dbbcefa9959f42,上海治疗淋巴瘤哪家的好,3
c32f945500bdbccc1d4b080a3e89ca10,甲状腺瘤可以母乳吗,3
6dab5303941cb72445f25a5d66e6f860,子宫癌什么症状,3
182cc835a195f45d813116c5475307ef,淋巴瘤会演变成癌症吗?,3
8db15985df61df053e3b7c81b836e16f,小孩常吃烧烤容易患胃癌吗,3
94dea03d46f17332c95a09f3c0f9de47,儿童甲状腺癌表现在哪里,3
7d40474cc96db787f74ce4d64d0d4e83,少女畸胎瘤会影响怀孕吗,3
c584cb237268d99df101bdb317209dc3,有了疼痛的情况，还有部分的黄疸，都到了胰腺癌晚期，人为什么会得胰腺癌？,3
09752a7ac6999da03df6a67907cc4e5a,:淋巴癌与缺乏叶酸有关吗?,3
351a9d393ac84066e3edc0cc49a0966e,上周我朋友的小孩在儿科医院检查出患有肾母细胞瘤，肾母细胞瘤是什么病啊？急急急,3
70a14405e19a3cdffd901f9dd43c3852,咽部乳头状瘤有哪些症状？,3
a2e80f8c88e1cb43b6a432a9427dce9c,20多岁会得胃癌吗,3
e5c3d6daa19f351210551071ed726ade,甲状腺癌手术后多久能同房?,3
4cc7e1dd54f106a36de1361eb7b66719,什么是子宫腺肌瘤合并子宫肌瘤,3
7c45215bf8d3d201a81ccc898086720e,淋巴瘤患者能吃柿子吗,3
b4f2e017d3c287447a9b0066cb59012f,与吸烟密切相关的肺癌类型是,3
728226ff725ecac88e98ab97cdd4c2f4,乳腺癌好了能同房吗？,3
7b550d01235151ade03540e36a0f12ab,做什么样的检测能查出肝癌,3
206a1f6ceb35393820b4384de1a2a54f,哺乳期会得乳腺癌？,3
cd0068f5545efcae49bed2e6e5009815,宫颈上皮瘤变,3
cb2aab7ce5c914608f3e3fe59ed7e27e,子宫肌瘤恶性是不是癌症,3
cacb3c2b7b4ee55a4044a8498da2d371,子宫肌瘤会是恶性的吗？,3
59020c9a20b466a6065cdc1af1271096,子宫长瘤子是恶性的机率是多少？,3
05203c208457fbaeb0c8a830c5abd591,公公有直肠癌才做手术半个月，他吃东西吃饭总是喂我小孩会不会有影响。,3
fa6c2dc0a17b05857d36e6114a633c6b,乳腺导管内癌是原位癌吗,3
791f7f6d650f14a564d0442b4ec4d2bf,乳腺纤维瘤能母乳吗,3
37cea7a0e1e314c359a183c4e545f561,癌症病人可以吃甜橙吗？有好处吗？,3
99d22a60f7755d81c212a16c86ad864a,公公得了肺癌，应该让他抱三个月大的宝贝吗？会不会传给儿子呢？看到公公很喜欢宝宝的样子，我又不敢给他,3
a0a7b38589965d212d8ba9f3e44e4d78,淋巴瘤的病因与什么有关？,3
2e74da3df6c769d1e0107d3e2224626c,甲状腺腺瘤在饮食上应该注意什么？,3
b2dd5dd1643bf019b9959c52ad2cac3d,淋巴结肿大通常是什么原因引起的,3
6dffeaa2f145c79744a3c68b17f2c8c2,原发性淋巴细胞淋巴瘤为,3
6bc51cb29c6c5a1f122939f59bd3c558,淋巴结结能用仙人掌外敷吗？,3
768862ef3f6bc1f64d8ffd3d3f86bd54,两岁半宝宝跟舌癌晚期患者生活会有什么影响,3
784319fbe0793bc5a213b4848664dea5,老公得了甲状腺癌六年每天都吃优甲乐我能怀孕吗?,3
bb46ef33c0e890f8118aadd6a575ea0b,乳腺癌泌乳素会高吗,3
368ed2d6c9c308da060e6fb39aa5309e,什么是淋巴,3
05a8273fbe9ff51e0635733151b5df0c,做人流会得畸胎瘤么,3
6d54f68da98131195db3b862bd5e23a6,宫颈癌有什么症状表现,3
6aa46b0118de96f6535d331cf8af46a2,囊状淋巴管瘤该如何诊断？,3
cdbae9594c378d78f3a4ae0af274671c,恶性肿瘤的小孩可以打流脑疫苗吗,3
a558523162630d01a0b67a2053504591,儿童脑瘤的早期症状,3
a1659ad1a8d93e61ce6922b813a3ee58,宫颈癌一般是多久形成,3
6e5bd916af351f77acb2e36bac8158f1,人乳头状瘤病毒怎么引起的,3
8a18d9cb4050407dbd44140847d9bc5d,卵巢癌吃胎盘有好处吗,3
ae62e916221330febe8e4b15eb4dc304,子宫鳞装侵润性细胞癌死时会出血吗？,3
5a2fbe763d0cdc3af794c2f0e3fbf1fa,畸胎瘤来月经有什么反应,3
a0b842e6accc1ba220e1d7cf2e58def9,肝癌一定疼吗,3
e2c95006fbf863117c618db888747b61,亲人得了淋巴瘤，推荐的医院有哪些？是否建议找中介去美国医治？,3
b9e1fae8aa81ec287eb94a620d712a2c,子宫鳞状细胞癌的人内衣能和正常人的衣服一起洗吗,3
64f2f8251e90457c40848c1f9c3a5b0c,女人淋巴排毒有什么好处？,3
8ed467773963e77f66f46826c4027bb4,皮肤干燥瘙痒，检查发现患了皮肤癌，还能生二胎吗？,3
4d190a79291e1118ee4abd819efb2662,怎样知道子宫肌瘤是良性还是恶性？,3
0210d0195bf2cfe29b361212b4b317fc,第一个孩子患了脑瘤，第二胎还会患脑瘤吗？,3
0928f300d0a7e85a024644feaafeb0f4,乳头状癌术后能吃麦饼吗,3
6b0a78e844c49e81f74b7295a40b5eef,淋巴瘤有良性的么???急!!!,3
3606e25f069491a374f6124c6db81c50,在北京看淋巴结去哪儿的医院最好,3
109fa3673ec716984ab3d54fe72a7201,淋巴瘤怎么确诊？,3
befabad84f1eec21fdbe6fd28077296b,有神经纤维瘤生小孩会遗传吗,3
38361c57032d96034a2881ddff8c7391,什么是肺癌一二三四期,3
c06c789d3d0298557801f47622a11dfe,男性乳腺癌症状有哪些？,3
00aed82fbdff1ba77d033fcd90e13f0e,乳腺癌长在乳房的什么位置？,3
469161918d24b4e5dc2c4eb2c51b40da,乳头状甲状腺癌饮食注意,3
50c4411cc68ccecb9218509dab60bd89,孕妇腋下为什么会长小肉瘤?,3
76cb7a7e00021bfd75eca3ddd99db581,宝宝的奶奶有支气管炎，她曾经得过直肠癌做过手术改道了，但现在身上有异味，她带孩子对宝宝有没有影响啊,3
b8f6b5109ec4724400d369de8638aaa5,子宫肌瘤的问题子宫肌瘤,3
8e80cbcf6a9c1edb09ddd3e4525322e2,患甲状腺癌以后还可以要小孩吗？,3
64eb4011a598be8cccd6330e2a057691,小男孩会不会得乳腺癌,3
26c96922dcba37c06097bc701a35da61,孕妇能在医院照顾肺癌癌症病人吗,3
ba5d75f74c0c2bc8bd2f8f6da4df7410,乳房肿瘤良性的可以喝酒吃辣的吗,3
170156b31e78ac7f81027084d20246a6,我的孩子误喝了别的孩子的尿，那孩子得了肝母细胞瘤，会不会传染,3
b4d7298006bf951dcceb3ddbe9c9e540,乳腺癌病人短期内出现乳头内陷是由于() A癌肿堵塞皮下淋巴管 B癌肿侵犯Cooper C癌肿与皮肤,3
b209ee10bd6c11286f56e370161caae3,怎样区分小细胞肺癌和非小细胞性肺癌？,3
34061944731a9251a4ce7d2965f505e8,发现早期肺癌到早期！发展成晚期肺癌大概多长时间,3
95863021a77f5b8721d9b973b0f9192d,卵巢畸胎瘤影响性生活吗,3
2f5e7c431b49dcbfbe052c3a574e1a3d,子宫畸胎瘤严重吗？,3
72dafc4b83e481d2a5e744adea849e22,乳头凹陷一定会得乳腺癌吗,3
e2a876c6733e3742818ad8ad1f025974,乳头湿疹样癌和浸润性导管癌,3
0b0624842fbc089a25064bcbb41fbf56,左肾部分切除，透明细胞癌早期Il手术后6个月复查很好，想生二孩，需要孕前做哪些全面检查，才可放心生,3
98715ebd532234548170635b6ca5206d,右侧甲状腺有一25.8*16.4*11.1的良性肿瘤母乳喂养会影响宝宝智商吗,3
3007da11c60f76524bcdd4c8a25f0c5f,发现一侧卵巢畸胎瘤，可以正常怀孕吗？,3
eb08b823e7b443fc72315887121206ee,子宫内膜腺癌 与 子宫内膜高分化乳头状腺癌,3
a6c85c56fe7c6f79fb4eb9cdf286990a,子宫肿瘤恶性能治好吗,3
b393d8b4d3fe390fcb6f5d85543d1e6d,子宫部分上皮细胞癌变,3
bc315892d68f080ac1566a3b20c08d35,最近经常头痛，呕吐，有点患者得了脑胶质瘤，请问专家早期脑胶质瘤的症状有哪些？,3
0828f5d32db827011a09f9165b3dc985,乳腺纤维瘤复发,3
3766e9dbbe3678d89b13577b72c88e6c,肺癌吃什么食物有利于治疗,3
aa6f311c8d2dcc139fb18bb1c5fa2afb,脑膜瘤问题,3
e57940415ed0bd0d1f4b06b530a1b5c2,食管鳞癌最好的手术室什么,3
d13377558f03324e99d4d87e1c3ae5c1,什么是婴儿成神经细胞瘤,3
64fca21e88cdec4e3b248d7b729f2d23,黑色素瘤上海哪家医院好些？,3
9cbaed344adb92d51fc9f12081fe29a3,你好 请问治疗舌癌的药哪里可以买得到？？,3
d053be9a350154be7fd261f70fe7cf2d,医生说现在血管瘤太小,3
222b1d5a733bcbb9518546f0b9ce9a14,骨肉瘤的病因,3
8bf9350be50098997c4e14f312938433,个人求助，神经细胞瘤晚期,3
1d62ab0818760d480e0dd60c81f636ab,有没有治疗胸腺癌的中医院？,3
e83e3772d6179010b8c573b0e787393c,肠癌手术后一年，有时感觉有些累属于什么原因，还会长吗,3
5b5f8fa93616ddf78c5e628f99237b0f,小孩脑髓母细胞瘤脑积水喊头痛吃什么药好,3
335c51c2fa0d7e0ecba6a55fc82fd36b,正规非霍奇金淋巴瘤医院,3
5793c414abef24ffad767de0ac1e4867,鼻咽癌形成的原因主要有哪些,3
19ffc05fb37ee47e5c7005b42b0fa55d,怎样减少肿瘤带来的疼痛,3
f6872b9909e817e29c129549fc67b816,血管瘤有什么危害呢？,3
2f3a84338054c1c9f7034cf751d037b5,肺癌前期有什么明显症状？,3
8be99e4d8da4b7e3c654b1f8f56e38c5,有关于骨癌~！,3
3fd673496fd507c52607379b52d92787,喷门溃疡粘液型腺癌伴底分化腺癌,3
60bbeb91d84043152ba32a2c441e813a,右胫骨内缘骨软骨瘤是什么,3
2531aadf67bc9c79e2390c930b2f1f6c,肝血管瘤是什么病？要紧吗？,3
4ce8f2565d34462634d054d13313a87b,非霍奇金淋巴瘤的治疗医院,3
484564660d9675651e28c2601c3edd22,骨癌早期有什么症状?,3
02a2dac8c82a726c885ad6f22dfc2903,毛细管血瘤会遗传下一代吗,3
4b154f41a29f5d7dfa764d4a98b12253,我妈妈做了两次穿刺，结果都是脂肪瘤，但医生说我妈是脂肪肉瘤。难道穿刺做出来的结果不准确吗？怎样判断脂肪瘤与脂肪肉瘤,3
807644865c4042f279845a110ab86107,血管瘤的发病率是多少,3
a9149b233528631a4cbbf141bd0a8e99,食道癌临床症状？,3
f4066d9b3e9c7a18fc85c856e430ae63,婴儿为什么会得血管瘤,3
79d366597fb4aa526e2b4f8fe69b2007,溶骨性肿瘤属于什么,3
ee22b51aaf38ec095b32046040e1787d,黑色素瘤严重么，黑色素瘤晚期症状有哪些呀,3
b3bb0d3d5295e9d24ef9874898694d96,什么是脂肪瘤??,3
6b543d25fbf75449b435cc2332206cc9,尺骨远端软骨瘤,3
e07ac0880627e134798ba4e5f3a95954,脂肪瘤严重吗?什么颜色的是正常?脂肪瘤会癌变吗?,3
f46be98bbc719b991988b02407163d5e,三阴性乳腺癌肺转移术后胸部局部骨质破坏严重吗？,3
13c40bf38ed6eefd9708a153528010b4,肠癌吃什么药好啊,3
14137f9cae4829afa5d53eadaeaed316,男女身上会发出哪些癌症信号？,3
0119dd6186afa6ec4912c1f559f803f2,请问子宫肌瘤、宫颈纳氏囊肿阴道伴随少许出血怎样医治？会是宫颈癌的症状？？,3
b52e2400041eb24511463b92087156df,什么叫左乳弱回声结节，就是纤维腺瘤吗,3
61887cdbd5c5f7497867412218ecc3fb,腺泡状软组织肉瘤复发在同一位置吗？,3
f4729ee51bf340e38f9db86cf71e3cc0,胰腺癌的晚期症状，急啊！！！！,3
d50ec11c007a5d66fb5909faa472411e,骨肉瘤会死吗?,3
d0071bbd189a9ae6773dd48a5176b733,黑素瘤的痒痛症状,3
19dc2527ed232b145f03b2d0dad5dcde,色素痣癌变的可能性大吗,3
1fa68de4173773f0f21306d7dec4475b,肺癌患者提高免疫力注射用胸腺法新用多长时间好,3
2c4fb3c240ec9485f49470f7af32be1e,肿瘤是怎么形成的？,3
a76e2628ddf21539e92316ff14eb1091,脑癌是不是吸烟引发的?,3
d32244ddb6e7f6f85cd0ab80dd9b62bf,鼻咽癌药方,3
1bd78996c658554aa4a3434b4b7d3d24,胆囊癌会传染吗,3
d168d21a88e5182ba69e90af8fc82863,肠癌与肠炎的症状相同吗,3
bd5ffd721171a7e4cad8ba84615f0064,恶性肿瘤术后化疗痛苦吗？,3
13fe32b62902c309408b5d403ec13ae0,孕妇可以照顾宫颈鳞状细胞癌患者吗？,3
9c72133d09fd3d9c11979ac65d10db63,济南哪家医院治疗口腔血管瘤病的效果比较好？,3
723c960f98c8467e8dcd298013087d07,胸部管状腺瘤严重吗,3
90a31cfe52a624bbdee77a116b70fee0,脑癌的症状?,3
d97852f5474d5bef85c0dca31277dbfd,内生性软骨瘤,3
4fe06e2570da1552e4d5954bbb96aec9,乳腺纤维瘤症状,3
0011846be5a097a8ef90dbd96ebe51fb,骨癌的症状是什么？,3
590205aa03d6b3b1dc773ec95dcb4d4f,鼻咽癌能不能遗传,3
140d76cf9dcbb6860cc4be6b7b766cc4,肠癌做化疗会脱发吗？,3
09a6aedde90540641a4c33b4efd210e0,宫颈癌IIa，腺癌,3
9ae416c438356e344df12eb9e6d2331d,T淋巴母细胞淋巴瘤四期侵及颈部、纵膈淋巴结、骨髓,3
fb4cb1688765f7c4a69ffe96f561f6f2,哪些是妇科良性肿瘤？,3
d7fbaf31eaa336450c0e098fb8956015,脑瘤手术后恢复时间,3
52c57bbc9b0f553a3f48cb87eec10299,食管鳞状细胞癌是什么,3
d8bbecde87e2c6bac9c970bafb69a504,全国哪个医院医治神经母细胞瘤比较好？我朋友的儿子5岁，确诊了是神经母细胞瘤，目前在广西医科大那里医治，可是这里的技术不怎么好，想问下全国哪个省哪个医院技术比较先进，可以医治这种病的？,3
6e41a2bdb86b4a5d418cb6322f864112,上海有专门看血管瘤的医院吗？我媳妇得了这个病，想找个好医院给她看一下。,3
222c295da50448cef77233f164c3c66f,前后纵膈有哪些肿瘤,3
5a441d7a0ea0ad2084159840fa11236c,什么是纤维腺瘤,3
a4f3dcdb012b195250c53bf093d86ed5,肝血管肿瘤手术后能彻底根子吗？,3
06fb924d4687e90eea7d84f46efaa7e4,肩部脂肪瘤,3
cfa2f00e70d01d7fe848da8eadfbcf99,什么是恶性黑色素瘤？,3
dfdebb6a1a158c7548d03cfc10b6c28f,北京卵巢癌晚期化疗期间想找个好中医,3
3e6fb3a06442a4a527dc01ae1d6c887b,肿瘤和血瘤有什么区别?,3
6d3c019c8b7f21b90ec11863bd304af0,胆囊癌有哪些症状？,3
9684d309dba41cbfd7aec70f94e10252,成人口腔血管瘤,3
d79c331c0396548a574e6367ece915b9,低分化肺腺癌高分化腺癌的区别,3
f15b16539004c8d69ecf92e724b1f2ec,肺癌有什么症状？,3
5d7384727693370cd2772b675e807d25,肾癌最早的临床表现是什么？,3
6d0c7585d8238178cf23373368866bbc,脑癌的表现有哪些？,3
59e551fa9bf336e2702e7159e06c43b8,黑色素瘤传染吗？,3
7a5359200b5bda62b414b3f445164070,纵膈肿瘤治疗期间有什么需要注意的？,3
c409faecb33555ec0e8f63c007f902ea,鳞癌的症状,3
62ed14785859bc89cf7b26d90f625c47,软骨瘤是怎么回事,3
17d4a513f455fb5298ae049510dbb0c3,结节型黑色素瘤,3
614c0139d3b5f4064653ede26a5136bd,肺癌分哪几型？,3
5911cbb9e096790cd89d1a5b23e88ce0,鼻咽癌化疗的副作用,3
05077328aaa239fe7ee2806bea2c05a7,…急…求网络医生外科（关于纤维肉瘤的说法）,3
db8bb6d18fcd0652d1c794d1687006be,鼻咽癌早期症状是什么？,3
dee2a6216828d6587d8543b8f064469b,胃癌早期表现有哪些？,3
dd6241ee4f06a8573132776ba0da98d1,河南省哪家医院对治疗腹腔后肿瘤效果好，病者女62岁，肿瘤已经与血管粘在一起不能进行手术，但每天痛疼难忍,3
6440f94526da29428260620d0320cc9c,纵膈肿瘤治疗的时候要注意什么？,3
7f9caa85e388abd44c57f4a23493405c,恶性胸腺瘤和肺癌有什么区别?,3
3b0095efe356b0369dd8c037d6682aa8,求医生 肝血管肉瘤怎么治 在哪个医院治比较好（最好是湖北省内）,3
3b2911a977a1231faff28c7a03fb78d7,多发性软骨瘤请问传染吗,3
d3c4c4b8a4a8f53e0ea5eb577db0e466,胆囊腺癌二级，侵润性是恶性吗？,3
045aeaeda7b6f16b6bd70b706b2525bc,软骨瘤是怎么引起的呢？,3
165d4c6999cbf6f9ec8a34e16c74824a,请问中央神经细胞瘤有人听过吗？是什么性质的肿瘤~,3
6b8bca0625c520d027a204d8fddb8c0e,多发性脂肪瘤在哪里有人会治？我朋友是大学生 想把病治好,3
6610cc4cbbb7c963ad7af99fc04371cf,骨肉瘤吃什么药,3
7c62fa876dac2b8d3fabbfa350da5fc4,脑瘤是什么症状。,3
50086649701cac49326c3854a0b7fa3e,胃癌手术四天后能出院吗,3
ba195b8768c24684dc86c3e5215e033f,什么是阴道癌痒，是癌症么,3
a6a90656162558bef6c985472e3b95c5,肠癌的早期症状,3
28c25911e11c043070ff2652ba89974b,脑癌有没有遗传？,3
59472b1273283d2e6b51002a5d480279,脑瘤有什么症状？,3
cb7eccfde2b9977aa8c4d096dc7d292e,胆囊癌早期症状是什么？,3
b77156631bfc40c112794cf884761ce4,血管瘤是什麽病,3
68bf62156c44a914d1d80ee9820b9bb3,胰腺癌末期什么症状,3
c07593982dc6e3e271343a91b25bdf05,血癌的详细临床表现是什么,3
932d17ff6c4862fc2be704028bdcc4fd,肝癌晚期死前症状,3
97a98dd1325f2ee317b69b0a3f9cbf53,髓母细胞瘤用什么中药,3
0e21d565efaa8affb70f478a2523b594,骨瘤的危险性，恶性机率大吗？,3
aeced69fd3cd1c03eb9cd37879e06cf6,肾癌引起的主要原因有什么,3
c7a6c3944f109c1b12a18cfdafa8227f,脑瘤术后癫痫有啥症状,3
4304a93949843c058859728bc06a70e6,血小板凝固是血癌的症状吗,3
d4e31338c7009b613e9d47d002fb2983,阴道鳞癌是什么？,3
3ff595454c1c57db3897e76da4651cfc,乳腺纤维瘤的病变几率有多大,3
0a9dd093156d14b696177da7401286a4,脊髓内血瘤中期和晚期甚么症状,3
3464cf33ddadd7454a565aaf75a77ea9,胰腺癌的晚期症状,3
b7afcd4d8b6b376365800fe38ca38b7d,胰腺癌能治愈吗？哪个医院治疗胰腺癌最好？,3
f6f3b0d1fdf4dcca4c66fcc8aa5b1353,抗癌的食物有哪些？,3
fb8fa8930a7d9021a943b6aab50839c8,1P／19Q缺失的少突胶质细胞瘤,3
d6794f7e9f158ecdfc8dbcc6cc1f4813,脸上长脂肪瘤会怎样？,3
834ecf853f6fb7b708d6d065fea8c2ab,多发性软骨瘤在哪里治疗好,3
a103eac56d79aca7ea02ce70cf64b7a2,什么是骨肉瘤,3
dc65f565a7572e28d8df60d597694e2b,良性腫瘤吃西藥會消掉嗎？,3
0e5bf7c9cef006dc3d2be1c25d889927,什么样是血管瘤,3
2b91944d4b48d2ff6109cb200ba96d57,什么是脂肪瘤？,3
2304228914457cdc92dbf87f8dc8e466,粘液性脂肪肉瘤,3
d865875ab2f0390972951fa99e9cd4bc,黑龙江鼻腔软骨肉瘤,3
28efdb6351b8114828454d949b248f62,肾癌的中晚期症状有哪些？,3
149146fe5dd3b1d8ca11a28df4d65c0a,得了纵膈肿瘤的病中药治疗效果好吗？,3
a80bb3591be6c6ae38730dd6f766953e,纖維肉瘤併發症有哪些？,3
f975cb65c5c89bf3b8fd504243ef2ba1,小文轩得的血管瘤疾病具体什么症状啊？新闻上报道治疗不及时，会被截肢啊,3
7896de44ce2af69e4da2a0b13762cffe,脑胶质母细胞瘤4级 帮助看看核磁加强片子，这是什么瘤子？,3
989d14cd14ca5868c9315eda39217e27,神经性母细胞瘤,3
c6e6f13e990288d61ab2c155861de8c9,膀胱癌的晚期症状有哪些？,3
e8b62f40fbf311ea34f0e78141c36e81,吃酱油能防癌吗 ？？？,3
5b5f5a68e5a77c450e41c11f02becb42,脑癌的早期症状是怎样的？,3
e9de789ffa8f44696f92dea4c1ea81db,为什么染头发会得癌症,3
50b794f597a7f7d91df7b41ae2e37b4e,右肺上叶鳞癌2b期(T3nomo)是什么意思,3
4e44b60c8040c6e7f2e1f0bd94b05166,脑瘤是什么？,3
63e279d8fd9239782a5fd018e9d2563c,脑瘤的症状是什么?,3
c0dddf615b9b317dfcc37d5b06076142,哪些色素痣容易癌变？,3
3b7faf91262b93acfd546bbb8cb497fd,肠癌手术后可以痊愈吗？,3
bddeab13c65a06a5f6b8109e5bb4dae2,脑瘤是否会传染?,3
184ea0205f7723ba010c19d4f501870d,耳朵长血瘤严重吗？,3
b92d8f72c99abff121edd310aa6fc940,血管瘤治疗医院重庆哪家强？要费用合理疗效好的,3
a72a63a94aa0dd4ff69cc18a1e54b36c,脑癌？为什么？,3
5fa148e29cbcde2c56954940bdd9fc11,肝癌是怎么引起的？,3
9d66c59ae46d28d7e3d72e9998afba16,请问内生软骨瘤到底是什么??,3
482e53387a6285e42c5b6517bd334918,手术治疗骨癌有哪些优势,3
c7661cbb5fb5390ac6aae0d761f54472,为乳腺癌的病人做脂肪瘤手术时候刺伤手会不会有事？,3
1b63683f17982ce93efca0420ae53a2e,直肠腺癌转移几率是多少？,3
94632c73e199e06225b508bfafd6e2b4,软骨母细胞瘤形成的原因及有关知识？详细点，谢谢！,3
c361c5eb4554b4a1397c8f5d012eaa70,肾癌的临床表现有什么,3
50b78db0d81569fe13dfaaba6349e929,血管内细胞肉瘤一级,3
c51bd15d302aabdf6c8c6710ac84e133,眼眶下面有骨瘤，什么医院治疗最好？,3
68ab0801f31f2e1508c3ce95f1e8f5b2,想问下膀胱癌是什么？为什么会得膀胱癌？,3
270dfc0152b8394ceeea072988b3f52a,喝水对肺癌有没有好处,3
d5cb33497c161ce92ac3ac113075a75f,胆囊癌晚期治愈的案例,3
2a8c76172ae107cb8086b71482fd6bb2,结肠粘液腺癌,3
97968a35357295a5f910c47c18cd5b3f,肝血管瘤是什么？？,3
409cfe65f3e4ea8c76b9cc575c595f95,膀胱癌晚期的治疗方法？,3
03b643d54609f790236640167ba87a0b,骨瘤手术切除不切除？？？,3
c0ecc200b5e231c3406114bcdb47eb16,得了外阴道癌怎么办,3
b529650fe13d82e56213986e75ba58c1,请问血瘤的危害大吗?,3
9c3cd1f53b270703bdb88e8299fd422e,肠癌术后的饮食有什么营养食谱吗？？,3
161a358036acb15704c7be3b4fa4c98e,肝癌会有移传性吗？,3
5073b4611b02135242725ee9f52d9308,直肠癌术后化疗方案 饮食注意什么问题直肠溃疡型粘液腺癌,3
c539a7dd4816de865d6a14b6cd40605d,骨软骨瘤一般手术时间要多久可以出院,3
a56abe976b89b8d70b3ee48176349b21,直肠溃疡型粘液腺癌PT3NOMO 2期 Dukes‘B期 什么意思,3
29fd1c5fb82226ef11c2f7ea298ad219,碘131治疗甲状腺癌 甲亢 做完甲状腺碘131检查后多久可以正常接触宝宝,3
e23a9622cc48acd0fc8e4f7170dcc257,肾癌的预防方法有哪些,3
795776ff9ba396ee1a7b24ee7dfd9d78,鳞癌是癌细胞的分类？不同于普通癌症么？,3
5c81e4f43d379c89cbb8d7651236f6b7,肺癌看什么科,3
ce59e449996a4c48aceb746b28e650f1,鼻咽癌康复后多久才能怀孕..,3
4451e3a77bcfa4a563672918992f464f,脑瘤为什么会有胎儿的样子,3
fa55cd7c48e22f49060f0aa8fcd1c88c,放疗的副作用有那些,3
a5e7cba9300254358ca3194766b44b7b,乳腺癌是什么？,3
8098f9eef57526ce05500063015abc6f,食道癌患者手术后九个月吐痰是不是又复发了,3
b677f5432b5b2cb01468b98c4f7dd649,卵巢癌手术后复查都要甚么项目,3
